Tag,Probability,Binary Prediction
A/D,0.16562199592590332,1
AAC,0.2585849165916443,1
AAT,0.26498109102249146,1
ACBI -lomake,0.16641584038734436,1
ACSI,0.3232063055038452,1
ACT,0.4647539556026459,1
AD/HD,0.3337087333202362,1
ADC,0.12574908137321472,0
ADD,0.2434895932674408,1
ADDRR,0.21507826447486877,1
ADHD,0.7531272768974304,1
ADHD-oireet,0.2647959291934967,1
AEP,0.22741152346134186,1
AHR,0.25287893414497375,1
AHR-agonisti,0.22471123933792114,1
AI,0.13697345554828644,0
AI developers,0.17112842202186584,1
AI ethics,0.16878755390644073,1
AI guidelines,0.11837188154459,0
AI tracking,0.3089975416660309,1
AIESEC Jyväskylä,0.32851484417915344,1
AIS-järjestelmä,0.35784074664115906,1
ANT,0.2762061655521393,1
AOP,0.1951007843017578,1
API,0.2244393676519394,1
API Design,0.3651258945465088,1
APT,0.27452683448791504,1
APT28,0.280317485332489,1
ASMR,0.22197797894477844,1
ASP,0.22284150123596191,1
AT,0.16065159440040588,1
ATDD,0.25630638003349304,1
ATQ-R,0.49643000960350037,1
Aalborg,0.2251802235841751,1
Aalto, Alvar,0.43606337904930115,1
Aalto-keskus,0.21061000227928162,1
Aamulehti,0.311113178730011,1
Aamulehti (sanomalehti),0.3111000061035156,1
Aasia,0.22230134904384613,1
Abe, Shinzo,0.21884489059448242,1
Abu Dhabi,0.335049033164978,1
Academic Learning Time (ALT),0.29943811893463135,1
Acceptance,0.16415520012378693,1
Acceptance and Commitment Therapy,0.3056265711784363,1
Acculturation,0.28179341554641724,1
Acculturation strategy,0.20313075184822083,1
Acculturative stress,0.12076457589864731,0
Acinetobacter baumannii,0.25301921367645264,1
Action Research,0.2039409726858139,1
AdS/CFT,0.30893000960350037,1
Adaptation,0.2397688329219818,1
Admission Process of Teacher Candidates,0.1932627111673355,1
Afganistan,0.16320380568504333,1
Afganistanin sota (2001-2021),0.2510165274143219,1
Afrikka,0.3308875262737274,1
Agamben, Giorgio,0.2561725974082947,1
Agile,0.373832106590271,1
Agile Software Development,0.12302127480506897,0
Agit-Prop,0.30248862504959106,1
Agricultural Policy,0.16823329031467438,1
Ahtila, Eija-Liisa,0.2877427339553833,1
Ahvenanmaa,0.147199347615242,1
Ahvenjärvi, Sanna,0.176089346408844,1
Aikuislukio,0.2687167525291443,1
Aikuissosiaalityö,0.21112160384655,1
Air transportation,0.2743191123008728,1
Airlines,0.18443264067173004,1
Ajankäyttö,0.22887323796749115,1
Aksiomaattinen joukko-oppi,0.19385118782520294,1
Alahärmä,0.1770106852054596,1
Albumiformaatti,0.24470999836921692,1
Alcott, Louisa M,0.2016662210226059,1
Aleksis Kiven kuolinmökki,0.2929299771785736,1
Alexander-tekniikka,0.2586616277694702,1
Alkoholiliike,0.2518784999847412,1
Alkuportaat-hanke,0.1702219396829605,1
Alkuportaat-seurantatutkimus,0.27360063791275024,1
Alliance Party of Northern Ireland,0.343146413564682,1
Allianssi,0.2758703827857971,1
Almost Ideal Demand System,0.27225324511528015,1
Alpha Diversity,0.15195059776306152,1
Alppihiihto,0.28145143389701843,1
Alue-ekologia,0.2523520290851593,1
Alzheimerin tauti,0.27622824907302856,1
Amazon Lex,0.1786583513021469,1
American Civil War,0.20887123048305511,1
Amerikan vallankumous,0.2861184775829315,1
Amerikka,0.23970851302146912,1
Amerintiaani mediassa,0.2662961483001709,1
Amerintiaanit,0.16035734117031097,1
Ammatillinen identiteetti,0.2389366775751114,1
Ammatillinen koulutus,0.30742424726486206,1
Ammatillisuus,0.1311817616224289,0
Ammattinimike,0.259080171585083,1
Amt Trittau,0.21535731852054596,1
Anderson, James C,0.1315021812915802,0
Andit,0.22772617638111115,1
Android,0.5016805529594421,1
Anglo-amerikkalaiset suhteet,0.24312172830104828,1
Angola,0.1948166936635971,1
Angular,0.2902314066886902,1
Anodonta anatina,0.0992223471403122,0
Anomaly,0.275684654712677,1
Anthony Giddens,0.28121668100357056,1
Antigone,0.18621373176574707,1
Anxiety,0.2495145946741104,1
Apache Kafka,0.32525286078453064,1
Apache Samza,0.24433423578739166,1
Apicomplexa,0.16350267827510834,1
ApoBodit,0.22498753666877747,1
Apologia,0.27233514189720154,1
Arab female,0.18250060081481934,1
Arabia,0.1790447235107422,1
Arabs,0.16024738550186157,1
Aratos,0.2937622368335724,1
ArcGIS,0.28591129183769226,1
ArchiMate,0.31848615407943726,1
Arctia plantaginis,0.1393621563911438,0
Arduino,0.3215882182121277,1
Aristoteles,0.44294264912605286,1
Armenia,0.12028195708990097,0
Arnold Boos,0.15750782191753387,1
Arvo,0.1816541999578476,1
Arvosteleva kirjaluettelo,0.18958525359630585,1
Arvot,0.2643396556377411,1
Asia economical miracles,0.186648428440094,1
Asiakasanalytiikka,0.24418282508850098,1
Asiakassegmentointi,0.2707017660140991,1
Asians,0.09936002641916275,0
Asiantuntijuus,0.23458722233772278,1
Asiasanat – Keywords Intercultural communication,0.20454810559749603,1
Asiasanat: aliupseereiden koulutus,0.20532196760177612,1
Asiasanat: diabetes,0.3437480032444,1
Asiasanat: koettu terveys,0.38208743929862976,1
Aspergerin oireyhtymä,0.19283750653266907,1
Assessment tool,0.22363047301769257,1
Association,0.13500787317752838,0
Associations,0.35144782066345215,1
Assosiaatio,0.17425259947776794,1
Asterix,0.39162400364875793,1
Asumisura,0.3302763104438782,1
Ateneumin taidemuseo,0.2733130156993866,1
Athletic career,0.2870809733867645,1
Atlas.ti,0.2229769080877304,1
Austin, John Langshaw,0.1457664966583252,1
Autenttisuus,0.25180429220199585,1
Authenticity,0.17522668838500977,1
Authenticity; Länsimainen klassinen musiikki,0.19015134871006012,1
Authentizität,0.23635631799697876,1
Authentizität im Fremdsprachenlernen,0.15941500663757324,1
Autoethnography,0.13550850749015808,0
Avainsanat: I-tason koulutus,0.3278696835041046,1
Avainsanat: Nuoret,0.2591583728790283,1
Avainsanat: alakoulun ruotsin opettaja,0.12739650905132294,0
Avesta,0.17538535594940186,1
Avienus, Rufius Festus,0.30919328331947327,1
Avioliitto,0.1448564976453781,1
Azerbaidžan,0.1674581617116928,1
Azerbaijan,0.2205965220928192,1
Azure,0.11080621182918549,0
B1-svenska,0.15505008399486542,1
B2B,0.575853705406189,1
B2B context,0.4039236903190613,1
B2B-yritykset,0.2360333949327469,1
BAS,0.3001663386821747,1
BASIC EDUCATION,0.17971627414226532,1
BBC,0.16834746301174164,1
BBI-indeksi,0.19344408810138702,1
BCH-koodit,0.22171707451343536,1
BDD,0.22481539845466614,1
BDI,0.33727115392684937,1
BE,0.10630054771900177,0
BELF,0.3172633647918701,1
BERS-2,0.28073492646217346,1
BI&A,0.25124698877334595,1
BI&A-palvelut,0.2422071099281311,1
BI-järjestelmä,0.2554998993873596,1
BIBs,0.30821388959884644,1
BIN,0.17341984808444977,1
BIS,0.2708672881126404,1
BMI,0.41030070185661316,1
BMP,0.4064335227012634,1
BMP4,0.4386398494243622,1
BN,0.2843812108039856,1
BRICS countries,0.37764787673950195,1
BRICS-maat,0.34848690032958984,1
BSC,0.2640325725078583,1
BSD,0.30403393507003784,1
BSDE,0.24506576359272003,1
Babacan, Ali,0.19686834514141083,1
Bagdad,0.21206150949001312,1
Bangladeshi students,0.09635202586650848,0
Barcode Index Number,0.14902013540267944,1
Barker, Jane,0.2758505046367645,1
Barkhausen noise,0.47474536299705505,1
Barriers,0.21611465513706207,1
Barthes, Roland,0.17543189227581024,1
Barthesin malli,0.19430145621299744,1
Basic Education Act,0.23366671800613403,1
Basic Psychological Needs in Physical Education Scale,0.2438170313835144,1
Batch Processing,0.24302875995635986,1
Batch culture,0.17931146919727325,1
Bayes,0.1719994992017746,1
Bayes-tilastotiede,0.1684468388557434,1
Beamforming,0.16568076610565186,1
Beauty Image,0.21667228639125824,1
Beck Depression Inventory,0.3438582122325897,1
Beethoven op. 13,0.32492855191230774,1
Begegnungspädagogik,0.29225969314575195,1
Behavior Change Support Systems,0.25775957107543945,1
Behavioral and Emotional Rating Scale-2,0.31425708532333374,1
Behavioral online brand engagement,0.27822771668434143,1
Belgia,0.30701687932014465,1
Belgium,0.16339676082134247,1
Beliefs,0.11230769008398056,0
Benfordin laki,0.22794722020626068,1
Bergson,0.18408654630184174,1
Bernstein, Eduard,0.3160248100757599,1
Beyala, Calixthe,0.2367095798254013,1
Big Hero 6,0.19231313467025757,1
Bildung,0.35085752606391907,1
Binaarioppositio,0.26615965366363525,1
Binary Opposition,0.22880014777183533,1
Biomekaniikka,0.23631282150745392,1
Biosphere Impact Balance sheet,0.3031233847141266,1
Bitcoin,0.14286264777183533,1
Black Lives Matter,0.2233743667602539,1
Blockchain,0.2470778077840805,1
Blogit,0.1998431235551834,1
Bluetooth,0.3650932312011719,1
Bochum,0.30166861414909363,1
Bolognan prosessi,0.17026160657405853,1
Boolen malli,0.26364701986312866,1
Borgin RPE-asteikko,0.21918068826198578,1
Borgin asteikko,0.2950066328048706,1
Boris Johnson,0.16125403344631195,1
Born Global,0.34832778573036194,1
Bourdieu,0.17637403309345245,1
Bourdieu, Pierre,0.2302783727645874,1
Brain,0.38869643211364746,1
Brain-derived Neurotrophic Factor,0.2619767487049103,1
Brand,0.14867372810840607,1
Brand Expectations,0.32268446683883667,1
Brand Portfolio,0.3378419280052185,1
Brand Reputation,0.3227041959762573,1
Brand experience,0.19376473128795624,1
Brand usage intent,0.18077485263347626,1
Branding,0.387518048286438,1
Brasilia,0.14796848595142365,1
Brazil,0.25694739818573,1
Brazil’s CCA,0.22369849681854248,1
Breivik, Anders Behring,0.27199578285217285,1
Brent,0.1979968547821045,1
Brexit,0.18455858528614044,1
Brides,0.11857172101736069,0
Britain,0.2168763279914856,1
Britannia,0.15479591488838196,1
Britannian parlamentti,0.3388579785823822,1
Bromatut palonestoaineet,0.1156005933880806,0
Brontë, Charlotte,0.1667366325855255,1
Brown, Michael,0.19412635266780853,1
Bryophyta,0.12985233962535858,0
Bucephalid trematodes,0.10728929936885834,0
Buenos Aires,0.10936744511127472,0
Bulgaria,0.32046306133270264,1
Burnett, Frances Hodgson,0.2910882830619812,1
Burnout,0.23985080420970917,1
Burroughs, William,0.15069235861301422,1
Business English,0.22274649143218994,1
Business English lingua franca (BELF),0.20927929878234863,1
Business Model,0.2327391803264618,1
Business school,0.2458578497171402,1
Butler, Judith,0.21798115968704224,1
Bysantti,0.21933558583259583,1
C-komponentti,0.2238110601902008,1
CADS,0.25034645199775696,1
CALL,0.18088597059249878,1
CAR,0.15246692299842834,1
CBASP -hoitomalli,0.23545324802398682,1
CBDC,0.19349351525306702,1
CBDmon,0.18060211837291718,1
CCTV cameras,0.2161601036787033,1
CD-levyt,0.29739582538604736,1
CDA,0.2467028945684433,1
CDR,0.1951991617679596,1
CE implementation,0.2480574995279312,1
CE projects,0.25574973225593567,1
CEA,0.2883559465408325,1
CEFR,0.3320985734462738,1
CERC model,0.4314315617084503,1
CERN,0.18034857511520386,1
CFD,0.16772180795669556,1
CFP,0.2992272973060608,1
CKM,0.2583993375301361,1
CLC,0.26292335987091064,1
CLI,0.2848101258277893,1
CLIL,0.22245639562606812,1
CLIL 4Cs,0.14988526701927185,1
CLIL Home Economics,0.20180846750736237,1
CLT,0.11131878942251205,0
CLV,0.26313742995262146,1
CMC,0.2176448255777359,1
CMC and gender,0.23961076140403748,1
CMDA,0.31798046827316284,1
CO2 compensation,0.26261183619499207,1
COVID-19,0.8634697794914246,1
COX-I,0.15698277950286865,1
CP-oireyhtymä,0.20337995886802673,1
CP-vamma,0.1727564036846161,1
CP-vammaiset,0.25880318880081177,1
CPP (cyber-physical process),0.1430230438709259,1
CPS (cyber-physical systems),0.1285114884376526,0
CRISPR,0.15484470129013062,1
CRM,0.36568108201026917,1
CSR,0.35595306754112244,1
CSR audits,0.16304896771907806,1
CVG-ICP-OES,0.3104528784751892,1
CYP1A-inhibiittori,0.2219925820827484,1
Calderón, Felipe,0.326834499835968,1
Capability Approach,0.20682702958583832,1
Capability Maturity Model (CMM),0.20179463922977448,1
Cardanon kaavat,0.27808138728141785,1
Career Development of Women,0.32987135648727417,1
Carl Bengts,0.14962130784988403,1
Carl Schmitt,0.23347103595733643,1
Carlstedt, Birger,0.20195060968399048,1
Carroll, Noël,0.2897298336029053,1
Categorization,0.32521724700927734,1
Cauchy-Riemannin yhtälöt,0.21083079278469086,1
Central Eastern European Countries,0.21811312437057495,1
Central-Banking,0.21318751573562622,1
Cervidae,0.3660914897918701,1
Chantal Mouffe,0.24464188516139984,1
Chávez, Hugo,0.1875440627336502,1
CheckMyLevel,0.33211982250213623,1
Chief Digital Officer,0.31250429153442383,1
Chiewitz, Georg Theodor,0.27963051199913025,1
Chile,0.1892862319946289,1
China,0.5050550699234009,1
Chinese,0.19005458056926727,1
Chinese business culture,0.2511589527130127,1
Chinese heritage learners,0.1084197610616684,0
Chinese identity,0.1604367047548294,1
Chinese market,0.16096435487270355,1
Chinese room argument,0.32878899574279785,1
Chinese schools,0.2078971415758133,1
Chinese speakers,0.27115127444267273,1
Chinese transnationals,0.13533537089824677,0
Chironomidae,0.33410531282424927,1
Chris Cleave,0.20680299401283264,1
Christchurch,0.15049993991851807,1
Christianity online,0.23898345232009888,1
Cicero, Marcus Tullius,0.2639743387699127,1
Cisneros, Sandra,0.2676570415496826,1
Class B,0.4408782422542572,1
Class-Wide Positive Behavior Support,0.28764092922210693,1
Clethrionomys glareolus,0.4840993881225586,1
Clinical improvisation,0.24334487318992615,1
Cloud,0.20841564238071442,1
CnC,0.17048639059066772,1
Co-evolution,0.19818677008152008,1
CoAP,0.2797236442565918,1
CoVar,0.20737390220165253,1
Coleoptera,0.2992776334285736,1
Collaboration,0.14956997334957123,1
Collective Management Organization,0.2591266334056854,1
Colombian armed conflict,0.3606000244617462,1
Communication Theory of Identity,0.14830800890922546,1
Communicative Language Teaching,0.25236696004867554,1
Communicative constitution of organization,0.16894963383674622,1
Complete Vocal Technique,0.24235999584197998,1
Complexity,0.29635587334632874,1
Complexity Science,0.22536371648311615,1
Complexity Theory,0.19115056097507477,1
Computer-Mediated Communication,0.16121642291545868,1
Concurrent training,0.3780454397201538,1
Content and Language Integrated Learning (CLIL),0.30753886699676514,1
Convenience,0.2697993516921997,1
Coping,0.2671240568161011,1
Coregonus albula,0.30715522170066833,1
Coregonus lavaretus,0.4118459224700928,1
Corporate Environmental Management,0.2455887645483017,1
Corporate Volunteering,0.24820949137210846,1
Corporate online presence,0.1505935937166214,1
Corporate social responsibility,0.174674391746521,1
Corticospinal excitability,0.2677091658115387,1
Cosmopolitan,0.15215297043323517,1
Cost,0.263677716255188,1
Costa Rica,0.22844275832176208,1
Coudenhove-Kalergi, Rickhard,0.2716750204563141,1
Coxin regressiomalli,0.21527396142482758,1
Crisis Communication Scorecard,0.3174741864204407,1
Critical Discourse Analysis,0.46624183654785156,1
Critical Discursive Psychology,0.24474339187145233,1
Critical discourse analysis,0.2518787682056427,1
Crohnin tauti,0.25021642446517944,1
Cross-Cultural Experience,0.21802133321762085,1
Cross-country skiing,0.3869696855545044,1
CrossFit-kulttuuri,0.16641996800899506,1
CrossFit-urheilija,0.19563066959381104,1
Cuba,0.2716105878353119,1
Cultural Hegemony.,0.23925143480300903,1
Cultural Identity,0.19939187169075012,1
Cultural schemas,0.3165338635444641,1
Cultural values,0.2308746576309204,1
Culture teaching,0.13605977594852448,0
Curating skills,0.15588299930095673,1
Currencies,0.3401307463645935,1
Customer Relationship Management,0.14066366851329803,1
Customer brand engagement,0.23231998085975647,1
Customer engagement,0.22635723650455475,1
Customer experience,0.16585995256900787,1
Cyber Deception,0.25873297452926636,1
D-optimaalisuus,0.17892028391361237,1
DAC,0.38222622871398926,1
DAF,0.23041899502277374,1
DCD,0.25833287835121155,1
DEP,0.2141217440366745,1
DFT,0.5845336318016052,1
DFTB,0.3607182800769806,1
DGBL,0.20475344359874725,1
DICE-malli,0.2700863182544708,1
DJ,0.3145385682582855,1
DLT,0.11666572093963623,0
DMT,0.2590060532093048,1
DNA,0.5929867625236511,1
DNA analysis,0.21744710206985474,1
DNA barcodes,0.23862184584140778,1
DNA barcoding,0.19795013964176178,1
DNA-analyysi,0.21919108927249908,1
DNA-sekvenssi,0.2779882252216339,1
DNA-vasta-aineet,0.22978442907333374,1
DNA-viivakoodit,0.23410098254680634,1
DOC,0.20461519062519073,1
DR,0.2406046837568283,1
DRM,0.2139536589384079,1
DT (digital twin),0.2038308084011078,1
DTLS,0.4445253610610962,1
DXA,0.3000135123729706,1
DaF,0.35013604164123535,1
Dahl, Roald,0.2493249624967575,1
Daily mail (sanomalehti),0.38904842734336853,1
Dalcroze-rytmiikka,0.24501393735408783,1
Dancer,0.19946178793907166,1
Daniel Handler,0.12559445202350616,0
Daphnia magna,0.3256798982620239,1
Data Application,0.318560391664505,1
Datalähtöinen markkinointi,0.3271547853946686,1
Daudet, Alphonse,0.4912242591381073,1
Dean, Jeffrey T,0.28244420886039734,1
Death Stranding,0.09086377918720245,0
Decapoda,0.19521722197532654,1
Deinococcus radiodurans,0.3775685429573059,1
Delta Covar,0.2466600388288498,1
Derrida, Jacques,0.15600912272930145,1
Descartes, René,0.21818070113658905,1
Design Fluency Test,0.3276475667953491,1
Design science,0.368576318025589,1
Designmuseo,0.2299814373254776,1
Deterrence Theory,0.19537533819675446,1
Development cooperation project,0.19318102300167084,1
Dewey, John,0.19240935146808624,1
Dialogflow,0.269959419965744,1
Die Welle,0.2814852297306061,1
Diffie-Hellman,0.20347508788108826,1
Digenea,0.1392410695552826,0
Digitaalinen taloushallinto,0.20607298612594604,1
Digital Rights Management,0.277925580739975,1
Digital natives,0.22563309967517853,1
Digitalisaatio,0.3128337562084198,1
Diptera,0.1802138388156891,1
Diracin yhtälö,0.2624044418334961,1
Dirichlet'n ongelma,0.24074825644493103,1
Disabled Sports,0.17853368818759918,1
Diskurssintutkimus,0.2044859677553177,1
Disney,0.397647500038147,1
Distributed leadership,0.2449779063463211,1
Diversity,0.1482268124818802,1
Diversity Management,0.35827723145484924,1
Dmitri,0.12816369533538818,0
Domestic Resource Mobilization,0.24061986804008484,1
Doppler-levenemä,0.2323896437883377,1
Dostojevski,0.2824227809906006,1
Dove,0.18622897565364838,1
Doyle, Arthur Conan,0.31266310811042786,1
Drosophila montana,0.3778395652770996,1
Duchenne muscular dystrophy,0.31410133838653564,1
Duchennen lihasdystrofia,0.44365090131759644,1
Duolingo,0.161139115691185,1
Dyslexia,0.33768007159233093,1
EAP,0.09462682902812958,0
ECHO-virukset,0.3014688491821289,1
ECR2,0.2508763372898102,1
ECRIS,0.36610764265060425,1
EDA,0.23262850940227509,1
EDA-synkronia,0.4039255678653717,1
EDE-Q,0.32978612184524536,1
EDUCATIONAL TECHNOLOGY,0.22030749917030334,1
EEG,0.42671433091163635,1
EFL,0.5651857852935791,1
EFL learn-ing,0.16215193271636963,1
EFL teaching,0.6310221552848816,1
EGFP,0.25673022866249084,1
EGNITE,0.23945967853069305,1
EIL,0.14561553299427032,1
EMAS,0.22033336758613586,1
EMG,0.3787887990474701,1
EMS,0.20542412996292114,1
ERC20,0.09501168131828308,0
ERF,0.33301612734794617,1
ERM,0.249844029545784,1
ERP,0.5051391124725342,1
ERP-järjestelmän ylläpito ja kehitys,0.36161482334136963,1
ERP-tutkimus,0.2555026113986969,1
ESG,0.3961235582828522,1
ESG (Environment,0.22565381228923798,1
ESP,0.17641586065292358,1
EU Taxonomy,0.2148389220237732,1
EU-maat,0.16968870162963867,1
EU-politiikka,0.20404952764511108,1
Early Interaction,0.23653657734394073,1
East Asia,0.2511123716831207,1
Ebola,0.6011157035827637,1
Echovirus 1,0.3813048005104065,1
EcoStart,0.13253475725650787,0
Ecological Modernization,0.21941177546977997,1
Economic growth,0.10598837584257126,0
Ecosystems,0.2657720148563385,1
Edelfelt, Carl,0.19657744467258453,1
Educational virtual worlds,0.24369880557060242,1
Eduskunta,0.4570472240447998,1
Eeva Kilpi,0.26066750288009644,1
Effective leadership role,0.20675213634967804,1
Effectual Networks,0.21955053508281708,1
Effectuation,0.2936343252658844,1
Ekapeli,0.5017064809799194,1
Elite Football,0.38697999715805054,1
Elmi,0.4035927355289459,1
Eläkkeelle jääminen,0.24459029734134674,1
Elämäkerta,0.20794805884361267,1
Elämän puu (elokuva),0.3591267764568329,1
Elämänhallinta,0.18299758434295654,1
Emission,0.176381453871727,1
Emissions Mitigation,0.17471835017204285,1
EmotionML,0.1857713907957077,1
Emotional Energy,0.17419372498989105,1
Emotional Responses,0.20014391839504242,1
Emotional Text to speech,0.12666136026382446,0
Endophytes,0.19424183666706085,1
Enegia (yhtiö),0.17500385642051697,1
Energia,0.24911491572856903,1
Energiatehokkuus,0.22015376389026642,1
Energy management,0.18400268256664276,1
Englanti,0.32376107573509216,1
Englantia äidinkielenään puhuvat opettajat,0.21835188567638397,1
English,0.3211556077003479,1
English Defence League,0.2614884376525879,1
English and Swedish teachers,0.18137061595916748,1
English as a Foreign Language,0.20366160571575165,1
English as a foreign language,0.28846850991249084,1
English as a lingua franca,0.3944602608680725,1
English as a medium of instruction,0.261820524930954,1
English as an Additional Language,0.1978241354227066,1
English as an International Language,0.2086803913116455,1
English as an international language,0.2898818552494049,1
English as lingua franca,0.2614562213420868,1
English for Academic Purposes,0.06450989097356796,0
English for specific purposes,0.2421141415834427,1
English in Finland,0.2847763001918793,1
English language,0.6812365651130676,1
English language literature,0.2433055192232132,1
English language teacher,0.20111042261123657,1
English language teaching,0.2995966076850891,1
English teaching,0.2455781251192093,1
English textbooks,0.29750606417655945,1
Entrepre-neurship,0.14473797380924225,1
Entrepreneurial Failure,0.26460665464401245,1
Entrepreneurship,0.3420378267765045,1
Environment Query System,0.3699137568473816,1
Environmental Management System,0.35725924372673035,1
Environmental reporting,0.23235565423965454,1
Epätyypillinen työaika,0.2514832019805908,1
Equilibrium and Kinetic modeling,0.23981593549251556,1
Erasmus Intensive Program,0.16017191112041473,1
Erasmus-vaihto,0.2065739929676056,1
Erdogan, Recep Tayyip,0.17377063632011414,1
Eric-Emmanuel Schmitt,0.15977025032043457,1
Erich Fromm,0.19656671583652496,1
Erikson, Erik. H,0.2047218680381775,1
Eritrea,0.15030573308467865,1
Eron jälkeinen vaino,0.20555400848388672,1
Erving Goffman,0.2348513901233673,1
Esiopetus,0.1953352689743042,1
Esox lucius L.,0.23410072922706604,1
Esteettömyys,0.22888560593128204,1
Etelä-Afrikka,0.35475894808769226,1
Etelä-Konneveden kansallispuisto,0.2870160639286041,1
Etelä-Korea,0.40599438548088074,1
Etelä-Pohjanmaa,0.5034418106079102,1
Etelä-Savon maakuntaliitto,0.27688804268836975,1
Etelä-Savon taidetoimikunta,0.18600420653820038,1
Etelä-Sudan,0.20089365541934967,1
Etelä-Suomen Sanomat (sanomalehti),0.31388869881629944,1
Etelä-Suomi,0.11728442460298538,0
Etelävaltiot (Yhdysvallat),0.1590220183134079,1
Ethereum,0.08410026133060455,0
Ethiopia,0.3001386821269989,1
Ethnicity,0.21727970242500305,1
Etiopia,0.3514465093612671,1
Euler-Lagrangen yhtälö,0.24442629516124725,1
Euraasian talousunioni,0.20831376314163208,1
Euroopan integraatio,0.18113932013511658,1
Euroopan parlamentti,0.3692936301231384,1
Euroopan talous- ja rahaliitto,0.4334912896156311,1
Euroopan turvallisuussopimus,0.23461219668388367,1
Euroopan unioni,0.6735020279884338,1
Euroopan vihreät ja vapaa-allianssi -ryhmä,0.17203237116336823,1
Eurooppa,0.5552440285682678,1
Eurooppa-koulut,0.13300460577011108,0
Eurooppa-neuvosto,0.2990734875202179,1
Eurooppalainen viitekehys,0.23890990018844604,1
Europe,0.14815892279148102,1
European Central Bank,0.3255176842212677,1
European Integration,0.20388606190681458,1
European Parliament,0.19170528650283813,1
European Schools,0.12421375513076782,0
European Union,0.30488499999046326,1
European Union countries,0.18414880335330963,1
European education,0.11710326373577118,0
European identity,0.2030404508113861,1
Europeaness,0.2146509438753128,1
Europeans,0.13359224796295166,0
Exercise motivation,0.2612012028694153,1
Expatriate Management,0.23395287990570068,1
Experts ratings,0.1879464089870453,1
ExtremeRun,0.24916905164718628,1
F1 Esports,0.3246244490146637,1
FAIR,0.13912741839885712,0
FAS,0.18295073509216309,1
FCI1,0.3138141334056854,1
FCI5,0.3665848672389984,1
FEM,0.16245897114276886,1
FET,0.20920118689537048,1
FHL-lihas,0.4454944431781769,1
FIM -toimintakykymittari,0.36015141010284424,1
FIMP,0.33018678426742554,1
FL learning and teaching,0.22806736826896667,1
FLE,0.29525646567344666,1
FLIM,0.2749837338924408,1
FOREIGN LANGUAGE LEARNING,0.3231181502342224,1
FPA,0.3057814836502075,1
FRAM-menetelmä,0.3147589862346649,1
FRET,0.2201530486345291,1
FSC,0.3405879735946655,1
FSH,0.25070205330848694,1
FTIR,0.14620794355869293,1
FTIR-ATR,0.18064798414707184,1
Fabry-Perot,0.18960002064704895,1
Facebook,0.7222375869750977,1
Factor Model,0.2784530520439148,1
Family business,0.13306444883346558,0
FasL,0.25397586822509766,1
Fear of failure,0.3139232397079468,1
Feedback Loops,0.17209309339523315,1
Feliks Ojanen,0.1593148410320282,1
Female Asian Look,0.14218197762966156,1
Female self-initiated expatriates,0.3351348638534546,1
Feminist Critical Discourse Analysis,0.13656020164489746,0
Fenno-Ugric,0.1392182558774948,0
Fenton-reaktio,0.2582154870033264,1
FiR 1,0.27443933486938477,1
Final Fantasy,0.23220358788967133,1
Financial Stability,0.2675914764404297,1
Fingerprint,0.15212878584861755,1
Finland,0.7519981265068054,1
Finland Swedish,0.20792119204998016,1
Finnair,0.29471656680107117,1
Finnair (yhtiö),0.17318065464496613,1
Finnish as a second language,0.3074495792388916,1
